PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
869,0,3,"Van Melkebeke, Philemon",male,28.0,0,0,345777,9.5,None,S,Mr
870,1,3,"Johnson, Harold Theodor",male,4.0,1,1,347742,11.1333,None,S,Master
871,0,3,"Balkic, Cerin",male,26.0,0,0,349248,7.8958,None,S,Mr
872,1,1,"Beckwith, Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,S,Mrs
873,0,1,"Carlsson, Frans Olof",male,33.0,0,0,695,5.0,B51 B53 B55,S,Mr
874,0,3,"Vander Cruyssen, Victor",male,47.0,0,0,345765,9.0,None,S,Mr
875,1,2,"Abelson, Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,None,C,Mrs
876,1,3,"Najib, Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,None,C,Miss
877,0,3,"Gustafsson, Alfred Ossian",male,20.0,0,0,7534,9.8458,None,S,Mr
878,0,3,"Petroff, Nedelio",male,19.0,0,0,349212,7.8958,None,S,Mr
879,0,3,"Laleff, Kristo",male,28.0,0,0,349217,7.8958,None,S,Mr
880,1,1,"Potter, Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,65.6344,C50,C,Mrs
881,1,2,"Shelley, William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,None,S,Mrs
882,0,3,"Markun, Johann",male,33.0,0,0,349257,7.8958,None,S,Mr
883,0,3,"Dahlberg, Gerda Ulrika",female,22.0,0,0,7552,10.5167,None,S,Miss
884,0,2,"Banfield, Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,None,S,Mr
885,0,3,"Sutehall, Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,None,S,Mr
886,0,3,"Rice, William (Margaret Norton)",female,39.0,0,5,382652,29.125,None,Q,Mrs
887,0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,None,S,Rare
888,1,1,"Graham, Margaret Edith",female,19.0,0,0,112053,30.0,B42,S,Miss
889,0,3,"Johnston, Catherine Helen ""Carrie""",female,28.0,1,2,W./C. 6607,23.45,None,S,Miss
890,1,1,"Behr, Karl Howell",male,26.0,0,0,111369,30.0,C148,C,Mr
891,0,3,"Dooley, Patrick",male,32.0,0,0,370376,7.75,None,Q,Mr
